ID,Asteroid1.12,Asteroid2.12,Asteroid3.12,Asteroid4.12,Asteroid5.12,Treatment1.12,Treatment2.12,Treatment3.12,Treatment4.12,Treatment5.12,UncontrollableRisk1.18,UncontrollableRisk2.18,UncontrollableRisk3.18,EffortSurvival.18,ImportantSurvive.18,Wealth.12,SSES.12,Age.1,Education.1,CFC.Future.9,CFC.Immediate.9,SoPA.9,SoNA.9,LifeOrientation.10,Sex.1
1,,,,,,,,,,,94.0,52.0,1.0,1.0,11.0,,,60.0,2,39.0,14.0,3.833333333,1.428571429,11.0,1.0
2,,,,,,,,,,,100.0,50.0,10.0,50.0,11.0,,,61.0,5,,,,,,2.0
3,,,,,,,,,,,,,,,,,,36.0,5,,,,,13.5,1.0
4,,,,,,,,,,,85.0,50.0,60.0,90.0,11.0,,,54.0,6,48.0,9.0,6.5,1.0,13.5,1.0
5,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,50.0,15.0,65.0,100.0,11.0,-0.725533808,3.0,61.0,3,35.0,33.0,6.5,1.0,12.5,2.0
6,,,,,,,,,,,,,,,,,,58.0,3,34.0,21.0,4.166666667,2.714285714,10.5,1.0
7,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,95.0,85.0,15.0,10.0,10.0,,3.0,40.0,2,33.0,20.0,5.833333333,1.428571429,8.0,1.0
8,,,,,,,,,,,,,,,,,,64.0,3,,,,,,1.0
9,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,100.0,95.0,5.0,80.0,1.0,-0.090094976,6.0,49.0,5,49.0,9.0,6.166666667,1.142857143,10.5,1.0
10,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,94.0,70.0,60.0,0.0,8.0,-1.449264888,4.0,68.0,5,24.0,30.0,5.166666667,1.428571429,9.0,2.0
11,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,90.0,60.0,50.0,90.0,11.0,0.158081502,7.0,77.0,6,49.0,7.0,6.0,1.0,15.0,1.0
12,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,-0.885418037,2.0,66.0,2,49.0,7.0,6.666666667,1.571428571,5.0,2.0
13,,,,,,,,,,,,,,,,,,52.0,5,,,,,,2.0
14,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,99.0,98.0,1.0,90.0,11.0,-0.969509557,4.0,65.0,3,49.0,9.0,6.0,1.285714286,10.5,1.0
15,,,,,,,,,,,,,,,,,,29.0,5,42.0,9.0,4.5,2.428571429,6.5,1.0
16,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,0.957502648,7.0,56.0,5,42.0,17.0,5.666666667,1.714285714,,1.0
17,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,87.0,65.0,30.0,53.0,10.0,-0.50955435,3.0,64.0,3,30.0,34.0,4.666666667,2.857142857,7.0,2.0
18,,,,,,,,,,,,,,,,,,59.0,5,49.0,8.0,5.0,1.428571429,,1.0
19,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,,,,,,0.693726775,7.0,59.0,7,,,,,15.0,1.0
20,,,,,,,,,,,82.0,75.0,35.0,30.0,7.0,,,62.0,6,34.0,32.0,5.833333333,1.857142857,9.5,2.0
21,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,,0.637734189,7.0,46.0,5,37.0,13.0,4.0,,9.5,1.0
22,,,,,,,,,,,,,,,,,,34.0,5,,,,,,2.0
23,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,90.0,40.0,25.0,25.0,9.0,,3.0,31.0,2,25.0,32.0,2.833333333,1.571428571,6.0,1.0
24,,,,,,,,,,,,,,,,,,,3,,,,,14.0,2.0
25,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,75.0,15.0,65.0,85.0,8.0,,4.0,53.0,7,37.0,19.0,4.0,3.428571429,8.0,2.0
26,,,,,,,,,,,,,,,,,,63.0,5,,,,,,2.0
27,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,,,,,,-0.965411473,4.0,61.0,3,29.0,18.0,4.0,1.0,,2.0
28,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,50.0,50.0,9.0,10.0,11.0,-0.405765349,4.0,62.0,4,,,,,11.0,2.0
29,,,,,,,,,,,,,,,,,,54.0,2,,,,,,1.0
30,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,,7.0,61.0,2,,,,,14.0,1.0
31,,,,,,,,,,,,,,,,,,57.0,6,,,,,,2.0
32,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,100.0,100.0,0.0,0.0,8.0,-1.289380659,4.0,62.0,5,28.0,26.0,6.166666667,1.285714286,11.5,2.0
33,,,,,,,,,,,,,,,,,,56.0,5,,,,,,2.0
34,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,50.0,59.0,65.0,12.0,7.0,1.10929335,7.0,64.0,4,38.0,20.0,5.166666667,2.285714286,12.0,2.0
35,,,,,,,,,,,,,,,,,,78.0,3,,,,,10.0,2.0
36,,,,,,,,,,,,,,,,,,48.0,6,,,,,,2.0
37,,,,,,,,,,,,,,,,,,65.0,3,35.0,28.0,4.333333333,3.0,10.5,2.0
38,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,100.0,92.0,1.0,50.0,10.0,,6.0,66.0,5,33.0,22.0,5.333333333,2.285714286,14.0,2.0
39,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,,,,,,-0.321571186,3.0,74.0,5,,,,,,2.0
40,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,99.0,97.0,2.0,3.0,10.0,-0.297775621,3.0,39.0,5,35.0,19.0,4.666666667,1.857142857,6.0,2.0
41,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,90.0,50.0,15.0,100.0,11.0,0.050091773,5.0,74.0,3,48.0,11.0,6.0,1.571428571,14.5,2.0
42,,,,,,,,,,,,,,,,,,50.0,5,19.0,39.0,3.666666667,2.571428571,8.5,2.0
43,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,,,,,,0.373958316,3.0,61.0,3,33.0,25.0,3.166666667,1.714285714,12.0,1.0
44,,,,,,,,,,,,,,,,,,40.0,5,,,,,,1.0
45,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,80.0,60.0,15.0,60.0,10.0,0.097785546,7.0,59.0,4,33.0,29.0,5.166666667,1.285714286,10.5,1.0
46,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,-0.7535301,3.0,69.0,2,47.0,15.0,5.166666667,1.857142857,8.5,2.0
47,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,85.0,50.0,70.0,25.0,10.0,-1.449264888,2.0,39.0,3,,,,,5.0,2.0
48,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,,,,,,-0.861519829,3.0,30.0,5,42.0,17.0,4.333333333,1.285714286,6.0,1.0
49,,,,,,,,,,,,,,,,,,44.0,4,,,,,,1.0
50,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,80.0,51.0,35.0,50.0,8.0,0.101986274,5.0,38.0,5,49.0,9.0,5.666666667,1.714285714,6.0,1.0
51,,,,,,,,,,,85.0,84.0,5.0,0.0,6.0,,,38.0,6,,,,,,2.0
52,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,,,,,,0.497650083,4.0,39.0,6,35.0,15.0,3.0,3.428571429,6.5,2.0
53,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,95.0,75.0,5.0,10.0,8.0,-0.9696122,4.0,67.0,6,,,,,10.5,1.0
54,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,90.0,78.0,20.0,10.0,9.0,-0.753632743,5.0,51.0,5,36.0,33.0,2.833333333,5.0,7.0,1.0
55,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,99.0,95.0,5.0,25.0,10.0,-0.113993184,4.0,52.0,3,32.0,25.0,6.0,1.857142857,14.5,2.0
56,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,0.365762147,6.0,63.0,2,41.0,12.0,4.5,1.428571429,,2.0
57,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,95.0,50.0,20.0,40.0,10.0,,3.0,51.0,5,32.0,23.0,3.5,3.428571429,6.0,1.0
58,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,,1.0,57.0,5,40.0,42.0,4.333333333,2.714285714,8.0,2.0
59,,,,,,,,,,,,,,,,,,67.0,3,,,,,,2.0
60,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,99.0,99.0,1.0,65.0,11.0,-1.18139093,2.0,60.0,3,42.0,13.0,6.0,1.0,4.5,1.0
61,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,-0.809625328,3.0,48.0,5,24.0,27.0,3.166666667,3.0,8.5,2.0
62,,,,,,,,,,,,,,,,,,25.0,6,,,,,12.5,2.0
63,,,,,,,,,,,,,,,,,,31.0,2,,,,,,2.0
64,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,82.0,83.0,81.0,80.0,7.0,-0.150288289,6.0,63.0,7,19.0,22.0,3.666666667,2.285714286,13.0,1.0
65,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,91.0,71.0,30.0,67.0,10.0,1.429061809,6.0,50.0,5,39.0,31.0,5.0,3.0,10.5,1.0
66,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,68.0,15.0,87.0,63.0,11.0,-0.669438579,2.0,63.0,2,40.0,19.0,5.0,2.428571429,9.5,2.0
67,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,81.0,70.0,70.0,67.0,9.0,,7.0,42.0,7,23.0,26.0,4.0,2.571428571,11.5,1.0
68,,,,,,,,,,,,,,,,,,45.0,4,43.0,20.0,7.0,1.0,13.0,2.0
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,0.0,0.0,1.0,-0.809727971,2.0,31.0,2,25.0,36.0,3.166666667,2.285714286,4.5,1.0
70,,,,,,,,,,,73.0,25.0,35.0,49.0,9.0,,,63.0,2,,18.0,5.666666667,2.571428571,12.5,2.0
71,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,97.0,50.0,65.0,60.0,9.0,-1.341275159,2.0,59.0,3,36.0,23.0,4.0,2.0,8.0,2.0
72,,,,,,,,,,,,,,,,,,21.0,3,,,,,,2.0
73,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,100.0,80.0,10.0,20.0,11.0,-0.133690664,5.0,61.0,4,33.0,21.0,5.333333333,1.0,12.5,2.0
74,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,99.0,98.0,1.0,0.0,8.0,-0.409863434,4.0,29.0,5,39.0,19.0,,1.285714286,7.0,1.0
75,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,,,,,,-0.409863434,4.0,54.0,5,38.0,25.0,4.0,4.0,,1.0
76,,,,,,,,,,,,,,,,,,26.0,3,,,,,,1.0
77,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,94.0,40.0,34.0,70.0,11.0,0.637734189,6.0,71.0,5,26.0,21.0,3.666666667,1.857142857,13.5,1.0
78,,,,,,,,,,,,,,,,,,49.0,2,,,,,,2.0
79,,,,,,,,,,,,,,,,,,60.0,3,44.0,11.0,4.833333333,1.428571429,,1.0
80,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,95.0,50.0,25.0,60.0,11.0,0.47784996,7.0,65.0,6,36.0,18.0,4.833333333,1.857142857,10.5,1.0
81,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,100.0,99.0,1.0,50.0,11.0,0.47784996,6.0,42.0,6,41.0,17.0,6.5,2.142857143,9.5,2.0
82,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,-0.301976348,4.0,60.0,5,,,,,11.5,2.0
83,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,45.0,21.0,55.0,98.0,11.0,-0.809625328,4.0,60.0,4,20.0,22.0,3.0,,12.0,2.0
84,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,88.0,58.0,20.0,33.0,8.0,0.345962024,4.0,49.0,5,,,,,5.0,1.0
85,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100.0,100.0,100.0,100.0,11.0,-1.049502994,,26.0,5,33.0,49.0,6.0,1.0,13.5,1.0
86,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,81.0,10.0,60.0,51.0,11.0,-0.461860577,5.0,59.0,4,,,,,,1.0
87,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,30.0,0.0,85.0,20.0,1.0,-0.297775621,4.0,41.0,5,32.0,25.0,4.5,2.571428571,10.0,2.0
88,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,97.0,96.0,6.0,16.0,11.0,,6.0,58.0,7,38.0,23.0,5.166666667,1.0,12.0,1.0
89,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,50.0,29.0,81.0,10.0,11.0,-1.341275159,4.0,56.0,3,40.0,25.0,5.833333333,1.571428571,6.5,1.0
90,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,99.0,83.0,2.0,50.0,10.0,0.261973146,4.0,50.0,4,,,,,10.0,1.0
91,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,75.0,28.0,50.0,70.0,10.0,,1.0,49.0,3,31.0,22.0,4.833333333,2.428571429,9.5,2.0
92,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,100.0,70.0,3.0,80.0,11.0,-1.209387223,3.0,51.0,3,42.0,26.0,4.5,1.142857143,10.5,1.0
93,,,,,,,,,,,,,,,,,,63.0,6,36.0,19.0,5.5,2.0,11.5,1.0
94,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,80.0,60.0,50.0,20.0,9.0,0.741625833,5.0,66.0,6,36.0,17.0,3.666666667,3.142857143,12.5,1.0
95,,,,,,,,,,,,,,,,,,74.0,3,,,,,,1.0
96,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100.0,97.0,3.0,83.0,11.0,-0.993407765,2.0,37.0,3,48.0,12.0,7.0,1.0,15.0,1.0
97,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,95.0,75.0,25.0,30.0,9.0,,3.0,56.0,2,36.0,18.0,5.5,2.0,12.0,2.0
98,,,,,,,,,,,,,,,,,,41.0,2,,,,,,2.0
99,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,90.0,50.0,60.0,91.0,10.0,-0.133690664,3.0,66.0,4,29.0,25.0,6.0,1.571428571,14.0,1.0
100,,,,,,,,,,,,,,,,,,33.0,6,33.0,22.0,5.0,3.0,10.0,1.0
101,,,,,,,,,,,,,,,,,,63.0,5,27.0,27.0,3.833333333,,9.5,1.0
102,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,98.0,96.0,3.0,3.0,10.0,1.429061809,8.0,64.0,5,30.0,22.0,6.333333333,1.142857143,15.0,1.0
103,,,,,,,,,,,100.0,60.0,81.0,69.0,11.0,,,49.0,5,35.0,18.0,5.166666667,2.0,,1.0
104,,,,,,,,,,,95.0,80.0,80.0,60.0,11.0,,,26.0,5,,,,,9.5,2.0
105,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,51.0,20.0,86.0,86.0,11.0,-0.221982912,7.0,39.0,5,38.0,21.0,5.666666667,2.142857143,12.0,2.0
106,,,,,,,,,,,,,,,,,,67.0,6,,,,,,2.0
107,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,,,,,,,5.0,42.0,6,37.0,12.0,6.5,1.714285714,14.5,1.0
108,,,,,,,,,,,,,,,,,,30.0,5,38.0,16.0,5.333333333,1.428571429,8.5,2.0
109,,,,,,,,,,,,,,,,,,70.0,3,,,,,,2.0
110,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,70.0,15.0,90.0,60.0,11.0,-0.677840035,4.0,35.0,2,37.0,20.0,5.0,2.142857143,7.0,2.0
111,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,100.0,20.0,6.0,0.078088066,4.0,62.0,2,27.0,14.0,5.5,1.428571429,15.0,2.0
112,,,,,,,,,,,,,,,,,,52.0,2,,,,,11.0,2.0
113,,,,,,,,,,,,,,,,,,58.0,5,,,,,,2.0
114,,,,,,,,,,,,,,,,,,33.0,5,,,,,,2.0
115,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,95.0,85.0,10.0,80.0,11.0,1.588946038,9.0,63.0,5,47.0,8.0,5.666666667,1.0,15.0,2.0
116,,,,,,,,,,,,,,,,,,29.0,4,,,,,,1.0
117,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,98.0,95.0,7.0,31.0,10.0,-0.701738243,5.0,46.0,5,,,,,10.5,2.0
118,,,,,,,,,,,71.0,50.0,20.0,72.0,8.0,,,28.0,5,,,,,,2.0
119,,,,,,,,,,,,,,,,,,22.0,5,,,,,13.0,2.0
120,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,91.0,38.0,39.0,58.0,11.0,-0.170088412,5.0,30.0,6,,,,,,
121,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,81.0,19.0,81.0,11.0,,4.0,47.0,6,32.0,27.0,5.333333333,2.571428571,11.5,2.0
122,,,,,,,,,,,92.0,60.0,21.0,30.0,11.0,,,53.0,4,,,,,,2.0
123,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,,,,,,-0.221982912,5.0,35.0,5,31.0,30.0,4.333333333,3.714285714,8.5,1.0
124,,,,,,,,,,,99.0,50.0,10.0,90.0,11.0,,,36.0,5,,,,,,1.0
125,,,,,,,,,,,100.0,75.0,15.0,95.0,11.0,,,46.0,3,,,,,,1.0
126,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,100.0,95.0,5.0,81.0,11.0,0.449853668,6.0,67.0,3,38.0,36.0,6.166666667,5.142857143,13.5,1.0
127,,,,,,,,,,,,,,,,,,45.0,5,,,,,,1.0
128,,,,,,,,,,,50.0,52.0,55.0,66.0,11.0,,,38.0,4,,,,,7.5,2.0
129,,,,,,,,,,,,,,,,,,65.0,2,,,,,,1.0
130,,,,,,,,,,,,,,,,,,50.0,5,34.0,18.0,4.166666667,2.142857143,7.5,2.0
131,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,-1.12949643,3.0,61.0,2,10.0,7.0,4.0,,10.0,1.0
132,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,97.0,95.0,75.0,71.0,11.0,0.130085209,5.0,68.0,5,34.0,17.0,6.666666667,1.0,14.5,2.0
133,,,,,,,,,,,,,,,,,,35.0,4,,,,,,2.0
134,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,10.0,65.0,45.0,50.0,11.0,,3.0,39.0,2,22.0,22.0,6.166666667,1.571428571,9.0,1.0
135,,,,,,,,,,,91.0,85.0,29.0,93.0,10.0,,,46.0,5,,,,,,1.0
136,,,,,,,,,,,,,,,,,,32.0,6,37.0,20.0,4.5,1.857142857,9.0,1.0
137,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,0.345962024,6.0,41.0,5,,,,,,2.0
138,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,1.748830267,8.0,61.0,7,36.0,20.0,3.833333333,1.857142857,,2.0
139,,,,,,,,,,,,,,,,,,32.0,3,,,,,,1.0
140,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,100.0,100.0,1.0,50.0,11.0,1.10929335,7.0,65.0,6,49.0,18.0,6.0,1.0,11.0,1.0
141,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,,5.0,26.0,3,,,,,8.0,1.0
142,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,99.0,99.0,1.0,20.0,11.0,-1.185489015,3.0,44.0,5,42.0,13.0,5.0,1.142857143,5.0,1.0
143,,,,,,,,,,,,,,,,,,56.0,3,,,,,,1.0
144,,,,,,,,,,,100.0,61.0,37.0,68.0,11.0,,,64.0,4,,,,,10.0,2.0
145,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,,,,,,1.10929335,7.0,68.0,6,38.0,16.0,3.333333333,1.571428571,8.5,1.0
146,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,95.0,85.0,15.0,30.0,11.0,-0.50955435,3.0,59.0,4,35.0,22.0,5.5,2.142857143,5.5,2.0
147,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,0.47784996,7.0,73.0,5,42.0,14.0,5.5,1.285714286,15.0,1.0
148,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,75.0,25.0,10.0,75.0,10.0,-0.617544079,4.0,42.0,5,34.0,21.0,4.666666667,1.714285714,,1.0
149,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,,,,,,,3.0,33.0,2,,,,,8.5,2.0
150,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,50.0,20.0,80.0,60.0,9.0,1.269177579,6.0,47.0,5,44.0,16.0,4.166666667,3.571428571,4.0,2.0
151,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,95.0,90.0,80.0,49.0,10.0,,7.0,59.0,4,36.0,29.0,4.166666667,3.714285714,10.5,1.0
152,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,88.0,84.0,10.0,71.0,10.0,1.748830267,8.0,52.0,5,45.0,24.0,4.666666667,3.0,11.5,1.0
153,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,100.0,100.0,15.0,0.0,8.0,-0.353870849,6.0,64.0,2,30.0,17.0,4.666666667,2.285714286,9.0,2.0
154,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,28.0,38.0,9.0,10.0,-1.12949643,4.0,45.0,3,22.0,45.0,6.0,1.571428571,14.0,2.0
155,,,,,,,,,,,,,,,,,,46.0,3,,,,,,1.0
156,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,50.0,27.0,92.0,23.0,8.0,0.47784996,5.0,62.0,2,13.0,27.0,3.5,3.714285714,6.5,2.0
157,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,,,,,,0.709531456,6.0,40.0,6,,,,,,1.0
158,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,100.0,19.0,26.0,59.0,11.0,-0.781629036,4.0,28.0,6,39.0,25.0,4.333333333,1.428571429,11.0,1.0
159,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,86.0,51.0,50.0,70.0,11.0,,3.0,68.0,3,40.0,13.0,5.5,2.428571429,7.5,2.0
160,,,,,,,,,,,,,,,,,,20.0,3,18.0,35.0,5.333333333,2.142857143,,1.0
161,,,,,,,,,,,,,,,,,,59.0,3,,,,,,2.0
162,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,96.0,91.0,5.0,0.0,10.0,0.977405414,7.0,62.0,5,,,,,13.0,1.0
163,,,,,,,,,,,,,,,,,,67.0,3,,,,,,1.0
164,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,70.0,13.0,83.0,89.0,10.0,-0.081796163,4.0,61.0,3,39.0,15.0,5.5,1.428571429,7.5,2.0
165,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,80.0,70.0,40.0,50.0,11.0,1.165285935,7.0,62.0,3,35.0,22.0,5.333333333,2.142857143,12.5,2.0
166,,,,,,,,,,,,,,,,,,41.0,5,20.0,39.0,5.5,2.285714286,9.5,2.0
167,,,,,,,,,,,,,,,,,,37.0,5,,,,,,1.0
168,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,0.609737897,7.0,57.0,5,32.0,26.0,4.666666667,2.0,8.0,2.0
169,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,92.0,85.0,8.0,83.0,10.0,0.261870503,6.0,58.0,5,41.0,16.0,4.333333333,2.285714286,12.0,1.0
170,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,-0.781629036,2.0,69.0,5,32.0,33.0,5.833333333,4.428571429,8.5,1.0
171,,,,,,,,,,,,,,,,,,58.0,5,,,,,,1.0
172,,,,,,,,,,,,,,,,,,61.0,5,,,,,,2.0
173,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,0.209976002,8.0,59.0,5,48.0,15.0,6.5,1.0,14.5,1.0
174,,,,,,,,,,,100.0,93.0,93.0,100.0,11.0,,,52.0,5,,,,,,2.0
175,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,,6.0,50.0,3,43.0,18.0,5.166666667,1.714285714,14.0,1.0
176,,,,,,,,,,,,,,,,,,49.0,5,,,,,,2.0
177,,,,,,,,,,,79.0,77.0,71.0,91.0,11.0,,,55.0,3,17.0,29.0,4.833333333,3.571428571,,2.0
178,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,100.0,60.0,70.0,90.0,11.0,,4.0,74.0,5,39.0,11.0,3.833333333,1.571428571,,2.0
179,,,,,,,,,,,,,,,,,,40.0,3,,,,,,1.0
180,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,99.0,99.0,1.0,1.0,11.0,-0.749432015,6.0,69.0,7,39.0,21.0,7.0,1.142857143,15.0,2.0
181,2.0,2.0,1.0,1.0,2.0,,,1.0,2.0,3.0,,,,,,0.365762147,6.0,64.0,5,26.0,29.0,4.5,2.714285714,,1.0
182,,,,,,,,,,,71.0,42.0,38.0,57.0,11.0,,,64.0,5,,,,,6.0,2.0
183,,,,,,,,,,,,,,,,,,38.0,4,,,,,,1.0
184,,,,,,,,,,,82.0,18.0,100.0,100.0,11.0,,,58.0,3,,,,,10.0,2.0
